county_name,correlation
Aberdeenshire,-0.2845029589980026
Adams County,0.2927700218845599
Adelaide City Council,0.36211217441595933
Ain,0.3553139275592111
Alacant / Alicante,0.08675153189671517
Alachua County,0.935856727586834
Alameda County,0.15648951991798407
Allegheny County,-0.49099025303098287
Allier,-0.1889822365046135
Almeria,-0.45207678888057856
Anderson County,0.3149679846002997
Angus,-0.12138770409070296
Arezzo,-1.0
Argyll and Bute,-0.2885945301422468
Asturias,0.9449111825230684
Athens-Clarke County,-0.5836324597029569
Ayrshire,-0.060785369620994484
Badajoz,0.16804948741965897
Banffshire,0.032530002431617605
Barcelona,-0.37470943818233254
Bath and North East Somerset,-0.1385997909393556
Bay of Cádiz,-0.11072453545368434
Bedford,-0.2698045082319537
Bedford County,-0.25819888974716115
Belleville,0.06496927049238965
Benevento,0.05211811380624129
Benito Juárez,0.5590169943749475
Bergen County,-0.3489658491947824
Berwickshire,0.008044175049410381
Bexar County,-0.23570226039551584
Blackburn with Darwen,0.05677936095301912
Blackpool,-0.1095135491363566
Blaenau Gwent,-0.03370225773727792
Bouches-du-Rhône,-0.8386278693775348
"Bournemouth, Christchurch and Poole",-0.24450097884153607
Bracknell Forest,-0.24557994744013378
Bridgend,-0.1411586590295948
Brighton and Hove,-0.19868753326490682
Broward County,0.43355498476205967
Brussels-Capital,0.18302185461856196
Buckinghamshire,-0.3101845813214364
Burlington County,-0.42546560777716236
Caddo Parish,0.3260623452566357
Caerphilly,-0.14962121691437108
Caithness,-0.03387011671465124
Cambridgeshire,-0.15883426973310172
Camden County,-0.23323622533192687
Canton Clervaux,-0.2192922568140167
Canton Mersch,0.5659164584181101
Cardiff,-0.2677545563721883
Cardiganshire,-0.025854384499750943
Carmarthenshire,-0.07921565478281396
Cass County,-0.3079004077211595
Castelló / Castellón,-0.20287055622991196
Catania,0.3015113445777635
Cecil County,-0.6507913734559685
Central Bedfordshire,-0.2806628567797878
Ceredigion,-0.17993500472483334
Charleston County,-0.6099942813304193
Cheshire East,-0.22071444959707806
Cheshire West and Chester,-0.25035361001512835
Chester,0.3430667649231055
Chesterfield County,-0.3333333333333333
Chris Hani District Municipality,0.45561994723645394
Christchurch City,-0.16397117381800225
City of Belgrade,-0.8783100656536795
City of Bristol,-0.162581898593664
City of Cape Town,0.2475050512074331
City of Ekurhuleni Metropolitan Municipality,-0.20464204319705764
City of Johannesburg Metropolitan Municipality,0.2220807923053108
City of Leicester,-0.09800297019059546
City of Perth,-0.46689096757822546
City of Peterborough,-0.00028942139002757186
City of Tshwane Metropolitan Municipality,-0.09700366367577924
Ciudad Real,-0.9176629354822479
Clackmannanshire,-0.07483493523059935
Clark County,0.08370760737196944
Cobb County,0.4213504858001923
Collier County,-0.9581869706598801
Collin County,0.21905138001337215
Contra Costa County,-0.408248290463863
Conwy,-0.04563970909559603
Cook County,-0.17349113287120585
Cornwall,-0.09762215473438049
Cosenza,-0.16970368703966893
Costa del Sol Occidental,-0.09183807345106172
County Cavan,0.0633724250524478
County Cork,-0.44001962446783704
County Donegal,-0.033277916281986175
County Dublin,-0.07737237530627887
County Durham,-0.1008185310276214
County Fermanagh,-0.21315196187548552
County Galway,-0.11572751247156894
County Kerry,0.0
County Kildare,0.2838874869788344
County Leitrim,-0.047830532037199384
County Londonderry,-0.35267492582882526
County Meath,0.19034674690672043
County Sligo,0.3611575592573077
County Tipperary,0.13525044520011487
County Tyrone,-0.17015777776176083
County Wexford,4.996003610813204e-16
County Wicklow,0.03962641953045615
Cumberland County,-0.2783031940422416
Cumbria,-0.06699445846915365
Cuyahoga County,-0.8660254037844388
Dadri,-0.2740242429316901
Dallas County,-0.4119532374502255
Dane County,-0.33333333333333326
Darlington,-0.15360876055483907
Davidson County,0.10099315204488857
Davis County,0.5
DeKalb County,-0.020016019225636228
Delaware County,-0.5000000000000001
Denbighshire,-0.11435584512925506
Denver County,0.4330127018922192
Derby,-0.1383666140051208
Derbyshire,-0.10596020314396018
Devon,-0.26928004250813736
Dorchester County,0.09992049034883409
Dorset,-0.31201353315361136
Douglas County,0.14744195615489714
DuPage County,0.29056456658477214
Dumfries and Galloway,-0.16989086046231514
Dumfriesshire,-0.004541105517075962
Dundee City,-0.25141802414610276
Durham County,0.1432563717944213
East Ayrshire,-0.22960956571287205
East Baton Rouge Parish,-0.5790660241435862
East Dunbartonshire,0.038022974167956976
East Lothian,-0.20152302140590087
East Renfrewshire,-0.12336183546457662
East Riding of Yorkshire,-0.008618238749621168
East Sussex,-0.08599576063152886
Erie County,0.5222329678670936
Escambia County,-0.5000000000000002
Essex,-0.2481866432925662
Essex County,0.4504390204820139
Eti Osa,-0.06524874603871947
Fairfield County,-0.34133225386709787
Falkirk,-0.2078151461073648
Fife,-0.23131250326509742
Flintshire,-0.08740031692380806
Fort Bend County,0.7071067811865475
Franklin County,0.07559289460184547
Fraser Valley Regional District,0.22403805523403872
Fulton County,-0.3323967115518759
Ga East,-0.408248290463863
Ghaziabad,0.1228582839056131
Glasgow City,-0.15988900642896867
Gloucestershire,-0.09598431358560472
Granada,-0.5651941652604391
Greater Manchester,-0.1595092646165732
Greene County,0.4701178367924582
Greenville County,-0.9045340337332908
Guayaquil,-0.7071067811865475
Guilford County,-0.1313064328597226
Gwent,-0.12292049884051075
Gwynedd,-0.24637537469463838
Halton,-0.18705752887368912
Hamilton County,0.1824038234851693
Hampshire,-0.17160533054687754
Hartford County,-0.48751598188068673
Hartlepool,-0.08666917700340163
Haute-Garonne,0.5423261445466406
Haute-Marne,0.20377190313128818
Haute-Vienne,1.0
Hauts-de-Seine,-0.4082482904638631
Hennepin County,-0.5081306144206187
Herefordshire,-0.018831367197486456
Hermosillo,0.0
Hertfordshire,-0.2614680994900797
Hidalgo County,-0.8660254037844388
Highland,-0.09411993853190348
Hillsborough County,-0.31008683647302115
Houston County,-0.098586494532539
Howard County,-0.2649401252216515
Hoy,-0.17007397532893267
Hudson County,-0.408248290463863
Ikeja,0.3049000919968877
Ille-et-Vilaine,0.3338930422706492
Inverclyde,-0.17331290164098534
Isle of Anglesey,-0.14076751430679088
Isle of Wight,-0.09874101524840993
